"id","user","body","created_at"
"4172","dispatch_k","but this is so good lol","2021-04-20 10:48:47"
"4173","vanekoi","this was gonna be a short stream LMAOO","2021-04-20 10:48:48"
"4174","sabrinag36","LMAOOOO","2021-04-20 10:48:48"
"4175","tahnodubb","fusOh fusOh fusOh fusOh fusOh","2021-04-20 10:48:48"
"4176","yoshivee","the realization is starting to hit Xd","2021-04-20 10:48:48"
"4177","jerrayray","LMAO","2021-04-20 10:48:49"
"4178","katie99_","you can do it!","2021-04-20 10:48:49"
"4179","silverlight2099","Still havent failed a hack tho","2021-04-20 10:48:49"
"4180","teuthid","whipCop","2021-04-20 10:48:49"
"4181","mandeesharpie","yuno is addicted to the thrill","2021-04-20 10:48:49"
"4182","slugbunny99","HAHAAHAHAA","2021-04-20 10:48:50"
"4183","derajnc","less time for the great rp with the cops tho","2021-04-20 10:48:50"
"4184","nembotavyy","it wouldn't be a chill day without yuno robbing a bank","2021-04-20 10:48:50"
"4185","sadnessbabes","HAHAHAHHAHA","2021-04-20 10:48:50"
"4186","brahmanes12","Why aren’t u guys in a sultan?","2021-04-20 10:48:50"
"4187","sykk2no","LMAFOO","2021-04-20 10:48:50"
"4188","bunny_bri","donuts!!!","2021-04-20 10:48:50"
"4189","imomoiro","YUNO : The Life of a Bank Hacker","2021-04-20 10:48:50"
"4190","hobiibee","LMFAOOO","2021-04-20 10:48:51"
"4191","far_eviler","sykS sykDark sykS sykDark sykS sykDark sykS","2021-04-20 10:48:51"
"4192","heyimapotatoe","THE BLOOD LUL","2021-04-20 10:48:51"
"4193","ellen_needs_to_sleep","sykDerp sykDerp sykDerp sykDerp sykDerp sykDerp sykDerp","2021-04-20 10:48:51"
"4194","jedbern_","KEKW","2021-04-20 10:48:51"
"4195","abexxiii","DONUTS","2021-04-20 10:48:51"
"4196","cantrine","its okay blau is in there 89 months you guys can make slushies together lol","2021-04-20 10:48:51"
"4197","britishstyles666","sykHeh sykHeh sykHeh","2021-04-20 10:48:52"
"4198","whyyangiee","LMAO DONT GO ON THE BOAT","2021-04-20 10:48:53"
"4199","akumusnightmare","HAVE FAITH SYKKUNOOOOOOOOOo","2021-04-20 10:48:53"
"4200","newtonsthirdlawofmotion","OMEGALUL","2021-04-20 10:48:53"
"4201","suliu4343","what do you mean??","2021-04-20 10:48:53"
"4202","somequietgirrl","coulda been up good yuno","2021-04-20 10:48:53"
"4203","19king97","BELIEVE YUNO","2021-04-20 10:48:53"
"4204","awkwardandasian","THE WAY HE'S REGRETTING IT sykLaugh","2021-04-20 10:48:54"
"4205","snally27","Nowww u regret it HAHAHAHAG","2021-04-20 10:48:54"
"4206","cathym38","sykBorth sykBorth sykBorth sykBorth sykBorth sykBorth sykBorth","2021-04-20 10:48:54"
"4207","layitis","Now you’re gonna go to prison ????","2021-04-20 10:48:54"
"4208","atontane","the paledo was 2 hours ago!!!!","2021-04-20 10:48:54"
"4209","kiki4601","sykPog sykPog sykPog sykPog sykPog sykPog","2021-04-20 10:48:54"
"4210","drstrange009","shhhh","2021-04-20 10:48:55"
"4211","jjustinep","Lmaoooo","2021-04-20 10:48:55"
"4212","xavelx","dont forget to eat a donut before getting out of the car","2021-04-20 10:48:55"
"4213","mick_the_prick","LUL","2021-04-20 10:48:56"
"4214","yu5ra","NO THIS IS THE MOST HILARIOUS THING EVER","2021-04-20 10:48:56"
"4215","ballerinaleena","No this is too funny","2021-04-20 10:48:56"
"4216","awkwardandasian","LMAOOOO","2021-04-20 10:48:57"
"4217","rfa__triple","MASK ON","2021-04-20 10:48:57"
"4218","aguarama91","lead them to paletto","2021-04-20 10:48:57"
"4219","vrovenge","LMFAO","2021-04-20 10:48:58"
"4220","limegreenmegan","Hahah! What fun would that have been?! Haha","2021-04-20 10:48:58"
"4221","kiafromthemoon","Lol","2021-04-20 10:48:58"
"4222","lunnaaa_lizz","But you would miss out on the fun","2021-04-20 10:48:58"
"4223","tacticz__","Donuts soon","2021-04-20 10:48:58"
"4224","akumusnightmare","WE BELIEVE","2021-04-20 10:48:59"
"4225","miss_army20","I believe sykHappy sykHappy","2021-04-20 10:48:59"
"4226","lactoseintolerant1","ADDICTION RUINS LIVES KIDS","2021-04-20 10:49:00"
"4227","stupidemotrash","So about that “chill stream”","2021-04-20 10:49:00"
"4228","saamaannthaaa","lmaooo the realization hit","2021-04-20 10:49:00"
"4229","bellepoisson","!uptime","2021-04-20 10:49:01"
"4230","dylan_chrism","we need dundeeeeeeeeeee","2021-04-20 10:49:01"
"4231","nightbot","7 hours 36 minutes 26 seconds","2021-04-20 10:49:01"
"4232","bunny_bri","Donutttt","2021-04-20 10:49:01"
"4233","peachay23","""CHILL DAY"" AGAIN???","2021-04-20 10:49:01"
"4234","blueberryjean","Regrets sinking in lol","2021-04-20 10:49:02"
"4235","lioness_latina","sykHeart sykHeart sykHeart sykHeart","2021-04-20 10:49:02"
"4236","aureliadeadkat","he's driving so slow","2021-04-20 10:49:02"
"4237","twiggssss","YOU CAN DO IT YUNO sykLaugh sykLaugh sykLaugh sykLaugh sykLaugh","2021-04-20 10:49:03"
"4238","lloydixiv","you're shouting LUL","2021-04-20 10:49:03"
"4239","anothercanadianexol","yeah that was a smooth hack!!","2021-04-20 10:49:04"
"4240","still_notorious","OUR ELECTRICITY ALLERGIES sykCry sykCry sykCry sykCry","2021-04-20 10:49:05"
"4241","ashpanclocks","LOL","2021-04-20 10:49:05"
"4242","abcwho","eat the donut","2021-04-20 10:49:05"
"4243","kremekris","WOOOOOOO","2021-04-20 10:49:05"
"4244","lunastache","Oh no, I missed it :[ what happened? Did they leave the hostage?","2021-04-20 10:49:05"
"4245","winnilyn","i doubt gary and conan will taze","2021-04-20 10:49:05"
"4246","crooksthagrunt","You are for sure not going to be invited to anymore bank jobs.","2021-04-20 10:49:06"
"4247","melhs","Your gonna be really down bad","2021-04-20 10:49:06"
"4248","yoshivee","HELL YEAH","2021-04-20 10:49:06"
"4249","tiffanyrdqrz","Eat a donut","2021-04-20 10:49:06"
"4250","0_deathnote_0","eat donut to run fast","2021-04-20 10:49:07"
"4251","devilishlyday","BELIEVEEEEEEEEEEE","2021-04-20 10:49:07"
"4252","adi5102","whats paletto?","2021-04-20 10:49:08"
"4253","imomoiro","0+5 hahahaha","2021-04-20 10:49:08"
"4254","5kyblu","y u shouting","2021-04-20 10:49:09"
"4255","kelvinkasey","sykHypers sykHypers sykHypers sykHypers","2021-04-20 10:49:09"
"4256","jeizx20","BELIEVERSSSSS","2021-04-20 10:49:09"
"4257","sabrinag36","LAMOOOOO","2021-04-20 10:49:09"
"4258","mondergang","RAY AND THE OTHER ONE IS SO SERIOUS.. LOL","2021-04-20 10:49:09"
"4259","beanie_wow","yuno chills","2021-04-20 10:49:09"
"4260","rfa__triple","MASK ONN","2021-04-20 10:49:10"
"4261","princesserykka","Any heli??","2021-04-20 10:49:10"
"4262","sailormoonkuno","best hackerr","2021-04-20 10:49:10"
"4263","hikenoaace","Short stream","2021-04-20 10:49:10"
"4264","sunshinesmash8","THE PALEETO THE  THE PALEETOO OFFICERS LOL","2021-04-20 10:49:12"
"4265","uwu_bugg","WOOOO YUNOOOO","2021-04-20 10:49:13"
"4266","ceruty","you're yellong","2021-04-20 10:49:14"
"4267","devilishlyday","I HAVE HOPE","2021-04-20 10:49:14"
"4268","mochiha95","I'M SCARED","2021-04-20 10:49:14"
"4269","zawarudo_420_69","sykHypers B sykHypers E sykHypers L sykHypers I sykHypers E sykHypers V sykHypers E sykHypers","2021-04-20 10:49:15"
"4270","harley_kaaladuta","love how chill today was/j","2021-04-20 10:49:15"
"4271","itsjustmederek","You shouldve brought meth.","2021-04-20 10:49:15"
"4272","manualdon01","SO SLOW","2021-04-20 10:49:15"
"4273","dayvoid","lys10 lys10 lys10 lys10 lys10 lys10 lys10","2021-04-20 10:49:16"
"4274","sykk2no","LETS GOOO","2021-04-20 10:49:16"
"4275","kiafromthemoon","Pog","2021-04-20 10:49:16"
"4276","5kyblu","lmao smh","2021-04-20 10:49:16"
"4277","kyliesakiya","@adi5102 a bank","2021-04-20 10:49:16"
"4278","hunnybunnx","Aleast you get your dream of being taxed????✋????","2021-04-20 10:49:16"
"4279","bunny_bri","!uptime","2021-04-20 10:49:17"
"4280","wurldpeas","LOOOL","2021-04-20 10:49:17"
"4281","nightbot","7 hours 36 minutes 42 seconds","2021-04-20 10:49:17"
"4282","niwrethelol","whisper","2021-04-20 10:49:17"
"4283","luvelyyy","LMAOOOOOOOOO","2021-04-20 10:49:17"
"4284","luxliketrash","just a little bit guys, now here we are 4 hours later and i bet 4k points","2021-04-20 10:49:17"
"4285","annarose19","omegalul","2021-04-20 10:49:17"
"4286","xtremegamer6","sykClown sykClown sykClown sykClown sykClown sykClown ur a clown","2021-04-20 10:49:17"
"4287","soupreme7","sykS sykS sykS sykS","2021-04-20 10:49:18"
"4288","mitsuchu","ALLERGIC LMAOO","2021-04-20 10:49:18"
"4289","0912suli","WHAT ABOUT POLITO???","2021-04-20 10:49:18"
"4290","dyhenir","KEKW","2021-04-20 10:49:18"
"4291","soso_xu","i think he is shouting on purpose","2021-04-20 10:49:18"
"4292","aya_yamada16","hahahahahhaha","2021-04-20 10:49:19"
"4293","sykk2no","HAHAHAHHAHAHA","2021-04-20 10:49:19"
"4294","russellshane","Chill Yuno lol","2021-04-20 10:49:19"
"4295","limegreenmegan","You’ve got this Sykkuno!!","2021-04-20 10:49:19"
"4296","atontane","lol garry","2021-04-20 10:49:19"
"4297","monsterrrsoul","Best hacker ever!","2021-04-20 10:49:19"
"4298","devilishlyday","YOU CAN DO IT","2021-04-20 10:49:19"
"4299","s_hoseok","YOU GOT THIS WOOOOOOOO","2021-04-20 10:49:19"
"4300","akumusnightmare","what happened to that girl","2021-04-20 10:49:20"
"4301","grinreeferz","sykHeart","2021-04-20 10:49:20"
"4302","19king97","KEKW","2021-04-20 10:49:20"
"4303","itsartemiswp","LMAAAAAOOOOOOOOOOOOOOOOOOOOOO","2021-04-20 10:49:20"
"4304","poemforher","IF YOU GO TO JAIL YOU CAN VISIT RANDY AND MICKEY","2021-04-20 10:49:20"
"4305","dropdeadsxy","let  ray know his helmet isnt on","2021-04-20 10:49:20"
"4306","katelyn_caa","come onnnn please get awayyy","2021-04-20 10:49:21"
"4307","adminmanager","was it 1st time too??","2021-04-20 10:49:21"
"4308","aam1422","man u r so troll xD","2021-04-20 10:49:23"
"4309","giulianathestan","'SOP ALN.DVMSDB","2021-04-20 10:49:23"
"4310","peachy_chu","looool","2021-04-20 10:49:23"
"4311","hikenoaace","LOL","2021-04-20 10:49:24"
"4312","lactoseintolerant1","ELECTRICITY ALLERGY","2021-04-20 10:49:24"
"4313","manualdon01","YEP allergic","2021-04-20 10:49:24"
"4314","katie99_","NOT YET","2021-04-20 10:49:24"
"4315","hannahbee811","omg i’m so nervous LMAO","2021-04-20 10:49:24"
"4316","goldiva9","Lord of chaos Yuno sykAYAYA","2021-04-20 10:49:25"
"4317","calypsuuu","YOU GOT THISSSSSS","2021-04-20 10:49:25"
"4318","pavmusic","my fave line","2021-04-20 10:49:27"
"4319","jerry_abo","LMAOOOOO","2021-04-20 10:49:27"
"4320","queencarabella","Allergic to electricity XDDD","2021-04-20 10:49:27"
"4321","far_eviler","sykS sykS sykS sykS sykS sykS sykS","2021-04-20 10:49:28"
"4322","fizzkong","USE YOUR SCUBA EQUIPMENT","2021-04-20 10:49:28"
"4323","jayleighonline","oh bad...","2021-04-20 10:49:28"
"4324","dogfobia","they're all nervous","2021-04-20 10:49:29"
"4325","awkwardandasian","LMAOOOOO","2021-04-20 10:49:29"
"4326","primisghost","eat donut","2021-04-20 10:49:29"
"4327","hobiibee","NO THEY RLLY ARENT LMFAOOO","2021-04-20 10:49:29"
"4328","vrovenge","ALLERGIC","2021-04-20 10:49:30"
"4329","ellen_needs_to_sleep","The deadly electricity allergy","2021-04-20 10:49:30"
"4330","pikachuwu__","YEET","2021-04-20 10:49:30"
"4331","still_notorious","Our allergies sykCry sykCry sykCry","2021-04-20 10:49:31"
"4332","inkubeus","WHAT THE HELL","2021-04-20 10:49:32"
"4333","reireiiiiii","lmaooo","2021-04-20 10:49:32"
"4334","umuhani","LMAOOAO","2021-04-20 10:49:32"
"4335","manualdon01","KEKW","2021-04-20 10:49:32"
"4336","hobiandhis7boyfriends","SMOOTH","2021-04-20 10:49:32"
"4337","jayleighonline","bad bad","2021-04-20 10:49:32"
"4338","adventurexxtime","sykChillin sykChillin sykChillin","2021-04-20 10:49:32"
"4339","siccaro","YEP","2021-04-20 10:49:33"
"4340","senpai_chaos","KEKW","2021-04-20 10:49:33"
"4341","madilehto","NOT AGAIN","2021-04-20 10:49:33"
"4342","itzh00t","KEKW","2021-04-20 10:49:34"
"4343","luvelyyy","OMG","2021-04-20 10:49:34"
"4344","kongboatnoodle","OH GOD","2021-04-20 10:49:34"
"4345","aya_yamada16","if he runs again while being tazed hahahah","2021-04-20 10:49:34"
"4346","yonko_6th","PRISON STREAM SOON!!","2021-04-20 10:49:35"
"4347","firefightermurphy","There to close","2021-04-20 10:49:35"
"4348","sailormoonkuno","CHAOSSSSS","2021-04-20 10:49:36"
"4349","kyliesakiya","OH GOD","2021-04-20 10:49:36"
"4350","naye999","KEKW","2021-04-20 10:49:36"
"4351","kongboatnoodle","GO GO GO","2021-04-20 10:49:36"
"4352","rosa_rmz","KEKW","2021-04-20 10:49:36"
"4353","aya_yamada16","OH NO HAHAHA","2021-04-20 10:49:36"
"4354","vanekoi","GO GO GO","2021-04-20 10:49:36"
"4355","lactoseintolerant1","AHAHAHAHAH","2021-04-20 10:49:37"
"4356","itsartemiswp","OH GOD","2021-04-20 10:49:37"
"4357","guillermoo0","SMOOTHHHH","2021-04-20 10:49:37"
"4358","oriana_aurora","IH GOD OH GOD","2021-04-20 10:49:37"
"4359","michaelscoffee","RUNNNNNNNNNNNNNNNNN","2021-04-20 10:49:37"
"4360","chelsinabox","KEKW","2021-04-20 10:49:38"
"4361","mick_the_prick","GO UNDER WATER","2021-04-20 10:49:38"
"4362","ceruty","is it gone?","2021-04-20 10:49:38"
"4363","dezzie00","They are so screwed lol","2021-04-20 10:49:38"
"4364","pizy1","SICKKKKKKK","2021-04-20 10:49:38"
"4365","puteraaa","divee","2021-04-20 10:49:38"
"4366","divacandii","????????????????????????????","2021-04-20 10:49:38"
"4367","wurldpeas","LMAOOOOOOO NICE","2021-04-20 10:49:38"
"4368","luxliketrash","no wait","2021-04-20 10:49:38"
"4369","micachan22","OMG","2021-04-20 10:49:39"
"4370","blushymo","gooooooo","2021-04-20 10:49:39"
"4371","faithjmnz","omg it so far LMAO","2021-04-20 10:49:39"
"4372","zac_333","go under?","2021-04-20 10:49:39"
"4373","andrewxx02","Phone them again lol","2021-04-20 10:49:39"
"4374","devilishlyday","LMAO","2021-04-20 10:49:39"
"4375","tacticz__","GO GO GO GO GO","2021-04-20 10:49:39"
"4376","noodlu","bad decisions can be fun decisions sykLaugh sykLaugh sykLaugh","2021-04-20 10:49:39"
"4377","michaelscoffee","SWIMMMMMMMMM","2021-04-20 10:49:39"
"4378","koiikuwu","man should’ve put on my money on jail","2021-04-20 10:49:39"
"4379","lyxemi","sykNerves sykNerves sykNerves","2021-04-20 10:49:40"
"4380","makaylasalinas1119","I AM PANICKING AHHHHHAHHAHAHAHAHAHHA","2021-04-20 10:49:40"
"4381","oriana_aurora","SWIMMMM SWIMM","2021-04-20 10:49:40"
"4382","cinnamonnngirl","lmaoooo","2021-04-20 10:49:40"
"4383","luvelyyy","SWIM SWIM","2021-04-20 10:49:40"
"4384","sechunchi","the boat is way too far LUL","2021-04-20 10:49:40"
"4385","cherrymlee","DIVE","2021-04-20 10:49:40"
"4386","yoshivee","OH THAT WAS COOL","2021-04-20 10:49:40"
"4387","hhanji_","sykCheer sykCheer sykCheer","2021-04-20 10:49:40"
"4388","cr8v_lion13","KEKW","2021-04-20 10:49:40"
"4389","hobiibee","OH GOD","2021-04-20 10:49:40"
"4390","yikessa","SWIMMMM","2021-04-20 10:49:40"
"4391","pink14lemonade","SWIMMM","2021-04-20 10:49:40"
"4392","vvhiia","Ray mond mask OMG","2021-04-20 10:49:40"
"4393","chelsinabox","OH GOD","2021-04-20 10:49:40"
"4394","wildtabykat","swim yuno swim","2021-04-20 10:49:41"
"4395","ohitsjocelyn","SWIM UNDER WATER","2021-04-20 10:49:41"
"4396","johnnymilktea","GOOOOOOOOOO","2021-04-20 10:49:41"
"4397","ceruty","ohhh phew","2021-04-20 10:49:41"
"4398","dianigu","LUL","2021-04-20 10:49:41"
"4399","lactoseintolerant1","JUST KEEP SWIMMING","2021-04-20 10:49:41"
"4400","mikaela_renee","that was sooo smooth","2021-04-20 10:49:41"
"4401","saltyviolin","SWIM","2021-04-20 10:49:41"
"4402","orangesoda1317","GO GO GO GO GO GO GO","2021-04-20 10:49:41"
"4403","greystarling","SWIMMMMMMM","2021-04-20 10:49:41"
"4404","siri_mei","OH JESUS","2021-04-20 10:49:41"
"4405","piggy_porkchop","KEKW KEKW","2021-04-20 10:49:42"
"4406","vanekoi","OMG","2021-04-20 10:49:42"
"4407","dennisse2319","100%","2021-04-20 10:49:42"
"4408","hayleighpng","SWIMMMM","2021-04-20 10:49:42"
"4409","xeracia","shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail shotzJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail rameeJail","2021-04-20 10:49:42"
"4410","ra1ndr0p11","oh bingusssss","2021-04-20 10:49:42"
"4411","cinnamonnngirl","omg","2021-04-20 10:49:42"
"4412","manualdon01","LAMO","2021-04-20 10:49:42"
"4413","kongboatnoodle","SWIM SWIM","2021-04-20 10:49:42"
"4414","sykk2no","KAAJJAAXNAXNXAJ","2021-04-20 10:49:42"
"4415","gohomeyo","OMG SWIM","2021-04-20 10:49:43"
"4416","giconstance","oh jesus","2021-04-20 10:49:43"
"4417","5kyblu","SWIMMM","2021-04-20 10:49:43"
"4418","joonsic","GO GO GO GO","2021-04-20 10:49:43"
"4419","yoshivee","LMFAO","2021-04-20 10:49:43"
"4420","katie99_","GO GO GO GO GO","2021-04-20 10:49:43"
"4421","cherrymlee","GOGOGOGO","2021-04-20 10:49:43"
"4422","bbydamie","SWIM","2021-04-20 10:49:43"
"4423","luvelyyy","LMAOOOOOOOOO","2021-04-20 10:49:43"
"4424","elsieruby","that was so far away, omg","2021-04-20 10:49:43"
"4425","s_hoseok","YOURE SO FAR LOLLLLLLLLL","2021-04-20 10:49:43"
"4426","eungim","OH GOD","2021-04-20 10:49:43"
"4427","popiichia","sykS sykS sykS sykS sykS","2021-04-20 10:49:43"
"4428","19king97","SWIM SWIM","2021-04-20 10:49:44"
"4429","dadjackz","Drive drive drive","2021-04-20 10:49:44"
"4430","hobiandhis7boyfriends","DOING GOOD! DOING GOO!","2021-04-20 10:49:44"
"4431","0912suli","LUL LUL LUL LUL","2021-04-20 10:49:44"
"4432","inkubeus","oml","2021-04-20 10:49:44"
"4433","akumusnightmare","LMAOOO","2021-04-20 10:49:44"
"4434","co_lin","SWIM YUNO SWIM","2021-04-20 10:49:44"
"4435","itzeltami","too far away","2021-04-20 10:49:44"
"4436","heyimapotatoe","sykS sykS sykS sykS sykS sykS sykS","2021-04-20 10:49:45"
"4437","mitsuchu","GO GO GOOOO","2021-04-20 10:49:45"
"4438","jerrayray","him jumping out lamooooo","2021-04-20 10:49:45"
"4439","danaordana","JESUS CHRIST","2021-04-20 10:49:45"
"4440","sweeticy","first person","2021-04-20 10:49:45"
"4441","uwu_bugg","jail here we come","2021-04-20 10:49:45"
"4442","kowleenyyy","SWIIIIM","2021-04-20 10:49:45"
"4443","manualdon01","LMAO","2021-04-20 10:49:45"
"4444","dispatch_k","oh jesus","2021-04-20 10:49:45"
"4445","michaelscoffee","SWIM YUNOO","2021-04-20 10:49:45"
"4446","giconstance","oh my gooood","2021-04-20 10:49:46"
"4447","dan_z00","dive","2021-04-20 10:49:46"
"4448","vanekoi","OH JESUS","2021-04-20 10:49:46"
"4449","joonsic","SWIM","2021-04-20 10:49:46"
"4450","tannab98","LOOOL","2021-04-20 10:49:46"
"4451","methepotato_queen","SWIM!","2021-04-20 10:49:46"
"4452","greystarling","SWIM YUNO","2021-04-20 10:49:46"
"4453","kongboatnoodle","GO GO GO","2021-04-20 10:49:46"
"4454","tranquilitydg","GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO","2021-04-20 10:49:46"
"4455","barak_bama","dive","2021-04-20 10:49:46"
"4456","bbydamie","GO GO GO","2021-04-20 10:49:46"
"4457","jerry_abo","SWIMMMMMMM","2021-04-20 10:49:46"
"4458","queencarabella","omg :D","2021-04-20 10:49:46"
"4459","mondergang","DIVEEEE","2021-04-20 10:49:47"
"4460","freshmackles","UR SO GONNA GET CAUGHTTTT LMAOOO","2021-04-20 10:49:47"
"4461","neoshinicole","sykNyaa sykNyaa sykNyaa","2021-04-20 10:49:47"
"4462","michaelscoffee","SWIMMMMMMM","2021-04-20 10:49:47"
"4463","simplypeach23","SWIMMMMM","2021-04-20 10:49:47"
"4464","devilishlyday","SWIMMMMMMMMMMM","2021-04-20 10:49:47"
"4465","weebsan87","swim fastewr","2021-04-20 10:49:47"
"4466","redmagneticserpent","whattttt","2021-04-20 10:49:47"
"4467","unclemittmitt","YEANYOU DO","2021-04-20 10:49:47"
"4468","iamjkei","OH GOD","2021-04-20 10:49:48"
"4469","mireille222","YOU CAN DO IT","2021-04-20 10:49:48"
"4470","dadjackz","Hahaha","2021-04-20 10:49:48"
"4471","mandeesharpie","KEKW","2021-04-20 10:49:48"
"4472","yoobay","GOGOGOGO","2021-04-20 10:49:48"
"4473","sheqeen","OMG","2021-04-20 10:49:48"
"4474","pharahmax","SWIM U GOT THIS","2021-04-20 10:49:48"
"4475","saltyviolin","SWIM YUNO","2021-04-20 10:49:48"
"4476","elsieruby","hahahaha, LMAO","2021-04-20 10:49:48"
"4477","joonsic","SWIMM","2021-04-20 10:49:48"
"4478","shandyglass","sykCheer sykCheer sykCheer sykCheer","2021-04-20 10:49:48"
"4479","lyxemi","sykCop sykCop sykCop sykCop sykCop","2021-04-20 10:49:48"
"4480","raianceles","SWIMMMMM","2021-04-20 10:49:48"
"4481","firebros_","Just keep swimming","2021-04-20 10:49:48"
"4482","kowleenyyy","SWIM SYKKUNOOOO","2021-04-20 10:49:49"
"4483","stinkydograt","DIVE","2021-04-20 10:49:49"
"4484","manualdon01","KEKW","2021-04-20 10:49:49"
"4485","pikachuwu__","sykREE","2021-04-20 10:49:49"
"4486","dispatch_k","I am so nervous for you","2021-04-20 10:49:49"
"4487","umuhani","BAHAHAHHA","2021-04-20 10:49:49"
"4488","vanekoi","OH BINGUS","2021-04-20 10:49:49"
"4489","cr8v_lion13","GOOOOOOOOO","2021-04-20 10:49:49"
"4490","kaylanilv","SWIMMM","2021-04-20 10:49:49"
"4491","sheqeen","JESUS","2021-04-20 10:49:50"
"4492","sailormoonkuno","hahahahaahahahahah","2021-04-20 10:49:50"
"4493","calypsuuu","OH MY","2021-04-20 10:49:50"
"4494","ahmad55976","HOLY SHIT KEKW","2021-04-20 10:49:50"
"4495","annableeh","KEEP GOING","2021-04-20 10:49:50"
"4496","cindyreyez32","AHAHAHAHAHAHAHAHAHAHAHAHHAHAHAAHHAHAHAHAHAHAHA","2021-04-20 10:49:50"
"4497","dennisse2319","JUST KEEP SWIMMING","2021-04-20 10:49:50"
"4498","hobiibee","JUST KEEP SWIMMING","2021-04-20 10:49:50"
"4499","saltyviolin","SWIM","2021-04-20 10:49:50"
"4500","xxvivious","sykS sykS sykS","2021-04-20 10:49:51"
"4501","awkwardandasian","HAHAHAH","2021-04-20 10:49:51"
"4502","hannahbee811","SWIM","2021-04-20 10:49:51"
"4503","sci_kay","YOU GOT IT","2021-04-20 10:49:51"
"4504","nerdaaa","just keep swimming","2021-04-20 10:49:51"
"4505","mochiha95","SWIM DAMMIT SWIM","2021-04-20 10:49:51"
"4506","ughobi","YALL GOT THIS","2021-04-20 10:49:51"
"4507","cherrymlee","DIVE","2021-04-20 10:49:51"
"4508","ariellekawash15","OH NO","2021-04-20 10:49:52"
"4509","briski33","LOL","2021-04-20 10:49:52"
"4510","harley_kaaladuta","SWIMMING","2021-04-20 10:49:52"
"4511","burtonjam02","under water","2021-04-20 10:49:52"
"4512","dyhenir","peepoRun peepoRun peepoRun","2021-04-20 10:49:52"
"4513","jerrayray","omg its over","2021-04-20 10:49:52"
"4514","nellyexe","lessssgoooooooooo","2021-04-20 10:49:52"
"4515","facedrelic08","Gg","2021-04-20 10:49:52"
"4516","sd005","hi chat duckyw7Gamba","2021-04-20 10:49:52"
"4517","princesserykka","SWIIIMMMM","2021-04-20 10:49:52"
"4518","selena657","GOGOGO","2021-04-20 10:49:52"
"4519","kencanaa","SWIIIMMMMM","2021-04-20 10:49:52"
"4520","haste_invader","don't drown","2021-04-20 10:49:53"
"4521","reireiiiiii","jesus walks man","2021-04-20 10:49:53"
"4522","vrovenge","SWIMMM","2021-04-20 10:49:53"
"4523","lunnaaa_lizz","Dive","2021-04-20 10:49:53"
"4524","makemesleeplong","PLSSSS","2021-04-20 10:49:53"
"4525","jasminviolet","OMG","2021-04-20 10:49:53"
"4526","kaylanilv","YOU GOT IT","2021-04-20 10:49:53"
"4527","shobegirl","SWIM JESUS SWIM","2021-04-20 10:49:53"
"4528","jellydonut_s","gonna be allergic to electricity again real soon","2021-04-20 10:49:53"
"4529","treydog1818_","SWIMMM","2021-04-20 10:49:53"
"4530","devilishlyday","SWIM YUNO SWIMMMMM","2021-04-20 10:49:53"
"4531","sailormoonkuno","“‘JESUS SWIM""","2021-04-20 10:49:53"
"4532","dadjackz","Swim for your dear life","2021-04-20 10:49:53"
"4533","lilttlesprout","OH MY GOD","2021-04-20 10:49:53"
"4534","elsieruby","doggie paddle DOGGIE PADDLE!!!","2021-04-20 10:49:54"
"4535","makaylasalinas1119","SWIMMMMMMMMMMM","2021-04-20 10:49:54"
"4536","stupidemotrash","GO GOG OG GOGOOOOO","2021-04-20 10:49:54"
"4537","kiwooo31","DEFINITELY WILL GET TAZED","2021-04-20 10:49:54"
"4538","siri_mei","OH JESUS MY HEART","2021-04-20 10:49:54"
"4539","katelyn_caa","SWIMM GO GO","2021-04-20 10:49:54"
"4540","komoreki","KICK YOUR FETT","2021-04-20 10:49:54"
"4541","kathysusername","NOOO YUNO SWIM","2021-04-20 10:49:54"
"4542","monsterrrsoul","You go Yunoooo","2021-04-20 10:49:54"
"4543","sadguyfightmetal","SWIM SWIM SWIM","2021-04-20 10:49:54"
"4544","giconstance","yeayeayea fastest you can go","2021-04-20 10:49:54"
"4545","yolucia","Yup Yup Jail Time! sykSip","2021-04-20 10:49:54"
"4546","calypsuuu","YOU CAN DO ITTTT","2021-04-20 10:49:55"
"4547","cinnamonnngirl","why is the swim so slow","2021-04-20 10:49:55"
"4548","mckenziem00","GOGOGOGO","2021-04-20 10:49:55"
"4549","ezrahwylde","OMG OMG","2021-04-20 10:49:55"
"4550","kowleenyyy","SWIM YUNOOOO","2021-04-20 10:49:55"
"4551","decreed14","Dive","2021-04-20 10:49:55"
"4552","ballerinaleena","sykShock sykShock sykShock sykShock sykShock sykShock","2021-04-20 10:49:55"
"4553","skylrz","its slower on 1st person","2021-04-20 10:49:55"
"4554","mireille222","GO GO GO","2021-04-20 10:49:55"
"4555","sabrinag36","SWWWIWIMMMM","2021-04-20 10:49:55"
"4556","layitis","Comone","2021-04-20 10:49:55"
"4557","sheqeen","JUST KEEP SWIMMING","2021-04-20 10:49:56"
"4558","tanicecream02","Swimmmm","2021-04-20 10:49:56"
